host,serial,dataset_name,model_name,freeze_backbone,classifier,adapter,prompt,opt,weight_decay,lr,base_lr,seed,epochs,image_size,batch_size,num_images_train,num_images_val,val_acc_level1,val_acc_level2,val_acc_level3,val_loss,ap_w,train_acc_level1,train_acc_level2,train_acc_level3,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,88.9889,91.8392,93.9394,2.4815,90.72907290729071,99.7449,99.7599,99.8199,0.0466,479.7483,8.2129,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,88.7789,91.8992,94.2994,2.5281,90.6990699069907,99.97,99.94,99.985,0.0047,478.0679,8.2129,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,87.4887,90.429,92.4692,3.4685,89.26492649264927,99.97,99.985,100.0,0.0008,477.4863,8.2129,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,85.2085,88.8689,91.9892,4.2874,87.50675067506751,99.985,99.97,99.985,0.0054,477.9695,8.2129,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,70.117,75.3375,80.8881,4.8142,73.55985598559856,99.985,100.0,99.97,0.0013,477.9734,8.2129,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,,,,,,,,,,,,,,,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.3591,93.4293,95.0495,1.2668,92.63726372637264,100.0,100.0,100.0,0.0005,460.2808,7.8906,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,92.3792,94.4794,95.5596,1.2627,93.59135913591358,100.0,100.0,100.0,0.0001,460.2676,7.8906,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,91.2391,93.8794,95.4995,1.6355,92.8022802280228,100.0,100.0,100.0,0.0,460.4991,7.8906,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,84.9685,89.1089,91.8992,4.1188,87.45724572457246,100.0,100.0,100.0,0.0,460.5395,7.8906,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,89.2589,91.7192,94.1494,2.1931,90.85358535853584,99.7449,99.8349,99.94,0.0257,477.9198,8.3477,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,90.489,93.1893,95.1095,2.1469,92.12721272127212,99.7149,99.8199,99.925,0.0293,478.6946,8.3477,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,87.9688,91.3291,93.5494,3.1998,89.98199819981998,99.955,100.0,100.0,0.0031,477.1928,8.3477,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,84.9985,88.7489,91.2391,4.24,87.24722472247224,99.97,99.985,100.0,0.0035,478.1979,8.3477,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,60.006,64.8065,72.9673,6.7706,63.63036303630363,99.97,99.97,100.0,0.0029,477.4659,8.3477,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,,,,,,,,,,,,,,,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.6892,93.5494,95.4995,1.192,92.91179117911793,100.0,100.0,100.0,0.0005,462.2676,7.9707,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,92.9793,94.7495,96.3396,1.1023,94.1029102910291,100.0,100.0,100.0,0.0001,459.9672,7.9707,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,91.8992,94.2694,96.0096,1.5757,93.34533453345334,100.0,100.0,100.0,0.0,461.204,7.9707,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit3_base_patch16_224.fb_in22k_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,85.3285,89.889,92.7393,3.7101,88.03630363036304,100.0,100.0,100.0,0.0,460.4097,7.9707,78.5317,86.7967,86.7967,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,88.1488,91.8692,94.2994,2.2417,90.37353735373536,99.8049,99.94,99.97,0.011,459.9348,8.1191,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,87.1887,91.4191,93.6094,2.3897,89.63246324632463,99.8649,99.925,99.97,0.0174,460.2746,8.1191,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,87.8188,91.5392,93.5194,2.8868,89.97599759975998,99.97,100.0,100.0,0.0014,462.3007,8.1191,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,84.4884,88.1488,90.9091,3.5386,86.73267326732673,99.985,99.985,99.985,0.002,460.2814,8.1191,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,77.5278,82.4782,86.9187,4.8002,80.66906690669066,100.0,100.0,100.0,0.0,460.0032,8.1191,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,,,,,,,,,,,,,,,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,90.6991,93.1893,95.0795,1.1436,92.22772277227722,100.0,100.0,100.0,0.0006,445.3711,7.752,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,91.6292,93.7294,95.5896,1.1639,92.95829582958297,100.0,100.0,100.0,0.0001,460.028,7.752,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,90.5191,93.6394,95.2895,1.5207,92.32673267326732,100.0,100.0,100.0,0.0,461.0188,7.752,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hideit_base_patch16_224.fb_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,85.6586,90.159,92.8893,3.395,88.31833183318331,100.0,100.0,100.0,0.0,457.7213,7.752,78.5172,86.779,86.779,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,89.799,92.9493,94.9595,1.1216,91.67566756675669,99.97,99.985,99.895,0.0063,153.2532,5.8594,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,89.979,93.3693,94.8395,1.1867,91.8946894689469,99.985,99.97,99.94,0.0033,153.2706,5.8613,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,91.0591,93.9094,95.4695,1.2729,92.71827182718272,100.0,100.0,100.0,0.0003,153.743,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,91.7792,94.1194,96.0696,1.3237,93.24182418241824,100.0,100.0,100.0,0.0001,154.0391,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,92.3492,94.4494,95.7996,1.3156,93.6018601860186,100.0,100.0,100.0,0.0002,155.5467,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,91.5992,93.6394,95.3795,1.4586,92.88028802880288,100.0,100.0,99.97,0.0007,154.4295,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,84.6085,89.3789,91.4791,1.4733,87.30873087308731,99.91,99.8049,99.2947,0.0478,151.1197,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,87.0687,91.8692,94.3894,1.5258,89.84698469846984,100.0,99.985,99.8649,0.0056,150.5637,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,88.4188,92.7693,94.3594,1.8041,90.83258325832584,100.0,100.0,99.925,0.0027,151.3303,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.a1_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,90.7291,93.3693,94.6895,2.338,92.24722472247224,99.985,99.97,99.91,0.0069,151.6451,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,88.8089,92.0792,94.2994,2.1214,90.77707770777076,99.7599,99.8649,99.925,0.0281,154.4296,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,89.709,92.1392,93.8794,2.0796,91.1851185118512,99.91,99.955,99.925,0.0116,154.1765,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,92.3192,94.2694,95.9196,1.4069,93.54185418541854,99.985,99.985,99.97,0.0022,154.2107,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,92.7093,94.2394,95.4395,1.3285,93.65436543654366,100.0,100.0,100.0,0.0001,153.8242,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,90.8491,92.9793,94.4194,1.5221,92.13021302130213,100.0,100.0,100.0,0.0002,154.0702,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,89.799,91.9592,93.7894,1.7336,91.15361536153615,100.0,100.0,100.0,0.0004,154.1666,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.5092,93.7594,95.2295,1.0602,92.85478547854784,100.0,100.0,100.0,0.0006,150.9937,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,92.7093,94.7795,95.7396,0.9534,93.88838883888388,100.0,100.0,100.0,0.0001,151.5705,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,92.9193,95.1695,96.3996,1.0995,94.22892289228923,100.0,100.0,100.0,0.0001,151.6516,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_ssl_yfcc100m_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,91.0891,93.0093,95.2295,2.3307,92.38223822382236,99.985,100.0,99.985,0.0009,151.5378,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,89.3489,91.9892,94.1194,1.9579,90.98859885988598,99.88,99.91,99.91,0.0181,153.9817,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,91.1191,93.3093,95.3195,1.7546,92.51575157515752,99.895,99.925,99.97,0.0115,153.8815,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,92.9193,94.6895,95.7996,1.3429,93.97089708970896,100.0,100.0,100.0,0.0001,153.7117,5.8613,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,93.0693,94.8095,95.9796,1.3011,94.11491149114912,100.0,100.0,100.0,0.0002,153.8805,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,91.2091,93.3093,94.6595,1.5151,92.46174617461746,100.0,100.0,100.0,0.0001,153.8913,5.8496,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,89.0489,91.4491,92.7693,1.9138,90.44704470447044,99.985,99.97,99.985,0.001,154.1448,5.8633,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.7492,93.9094,95.4695,1.042,93.06330633063304,100.0,100.0,100.0,0.0005,151.2389,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,93.0393,94.8995,95.9496,0.955,94.12691269126913,100.0,100.0,100.0,0.0001,151.4567,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,93.3093,94.9295,95.9496,1.1482,94.27242724272426,100.0,100.0,99.985,0.0002,150.7387,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.fb_swsl_ig1b_ft_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,90.279,92.5593,94.1194,2.5675,91.65316531653164,99.985,99.97,99.985,0.0016,151.0502,5.8613,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,88.8689,92.6193,94.7195,1.7537,91.05910591059106,99.925,99.94,99.955,0.0084,155.2491,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,89.739,92.5893,94.5095,1.7513,91.45214521452144,99.91,99.955,99.985,0.005,154.5681,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,91.8692,93.7594,95.4395,1.5911,93.06630663066306,99.97,99.985,99.985,0.0025,155.3234,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,92.3492,94.1494,95.7996,1.4738,93.4968496849685,100.0,100.0,100.0,0.0002,155.9978,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,91.4491,93.3693,94.8395,1.501,92.62976297629764,100.0,100.0,100.0,0.0002,155.3448,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,89.859,92.2892,93.9694,1.6425,91.32613261326134,100.0,100.0,99.97,0.0009,154.4911,5.8496,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,91.3591,93.6394,95.2295,1.0467,92.73777377737774,100.0,100.0,100.0,0.0009,150.7581,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,92.0792,94.7795,96.0696,1.0284,93.6228622862286,100.0,100.0,100.0,0.0001,151.1992,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,93.1893,95.0495,96.5197,1.0964,94.33993399339934,100.0,100.0,100.0,0.0,151.686,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.gluon_in1k,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,91.6292,93.4293,95.5896,2.1105,92.85328532853283,99.97,100.0,99.97,0.0011,151.0429,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,91.6592,94.2094,95.8596,1.0224,93.1818181818182,100.0,100.0,99.985,0.0014,156.6443,5.8594,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,91.6592,94.0894,95.8596,1.0858,93.13981398139812,100.0,100.0,99.955,0.0014,156.5002,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,92.8593,94.9595,96.2796,1.1186,94.10741074107408,100.0,100.0,100.0,0.0002,155.8431,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,93.5794,94.9895,96.3996,1.1208,94.4959495949595,100.0,100.0,100.0,0.0002,156.6517,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,92.6193,94.2994,95.5296,1.3097,93.64386438643864,99.985,100.0,100.0,0.0003,156.8143,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,91.5992,93.3693,95.0795,1.4946,92.74077407740774,100.0,100.0,99.97,0.0009,155.7767,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,89.559,93.6094,94.6895,1.0365,91.74617461746176,100.0,100.0,99.94,0.0047,147.383,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,90.8791,94.0894,95.1695,1.0582,92.64626462646264,100.0,100.0,99.985,0.0008,147.5524,5.8496,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,92.0792,94.7495,95.9496,1.1638,93.5943594359436,100.0,100.0,99.985,0.0005,146.9094,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_mocov3,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,92.1392,94.5395,95.7096,1.9356,93.51485148514853,100.0,100.0,99.985,0.0004,148.2026,5.8535,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,86.5287,89.1689,92.3192,2.7516,87.86494034018787,99.6999,99.8199,99.895,0.0292,170.6654,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,88.3888,90.7891,93.2193,2.2606,89.5035657411895,99.7599,99.8499,99.925,0.0196,170.7589,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,90.7291,92.4092,93.9394,1.6493,91.46991622239148,100.0,100.0,100.0,0.0001,170.2476,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,90.8191,92.7993,94.4494,1.6095,92.05670567056706,100.0,100.0,100.0,0.0004,169.461,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,84.9685,88.4188,90.6091,2.3979,87.02220222022203,100.0,100.0,99.985,0.0011,170.0007,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,86.9787,89.1689,91.1791,2.3536,88.37533753375337,100.0,100.0,100.0,0.0005,170.7066,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.003,,0,200,448,8,6667,3333,86.4086,89.4689,91.8392,1.5685,88.29432943294329,100.0,100.0,100.0,0.0016,161.2139,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.01,,0,200,448,8,6667,3333,88.9889,91.2691,93.4293,1.4802,90.45304530453043,100.0,100.0,100.0,0.0002,161.503,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.03,,0,200,448,8,6667,3333,87.2187,89.859,92.1092,2.269,88.87638763876387,100.0,100.0,100.0,0.0002,161.1961,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_spark,False,,,,sgd,0.0,0.1,,0,200,448,8,6667,3333,83.4683,86.0786,88.7489,4.4494,85.17401740174017,99.955,99.94,99.8349,0.0117,161.0194,4.3984,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-06,,0,200,448,8,6667,3333,91.1491,93.4593,94.9295,1.6402,92.52475247524752,99.8499,99.94,99.88,0.0185,156.6327,5.8496,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,1e-05,,0,200,448,8,6667,3333,91.1191,93.6394,95.0495,1.638,92.59075907590758,99.8649,99.94,99.925,0.0138,156.1289,5.8594,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,5e-05,,0,200,448,8,6667,3333,91.9892,93.7294,95.2895,1.5378,93.0933093309331,100.0,99.985,99.985,0.0012,156.6474,5.8574,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0001,,0,200,448,8,6667,3333,92.7693,94.1494,95.6796,1.4455,93.68886888688868,100.0,100.0,100.0,0.0,156.5195,5.8555,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.0005,,0,200,448,8,6667,3333,91.0591,92.9793,94.6295,1.5662,92.26672667266726,100.0,99.985,99.985,0.001,156.373,5.8594,16.3943,24.8048,24.8048,
camel.ee.nctu.edu.tw,23,aircraft,hiresnet50.in1k_supcon,False,,,,adamw,0.05,0.001,,0,200,448,8,6667,3333,88.9589,90.8491,92.8293,1.926,90.2010201020102,100.0,100.0,99.985,0.0014,156.6879,5.8633,16.3943,24.8048,24.8048,
